,Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Company),Headquarters Regions,Operating Status,Founded Date,Founded Date Precision,Number of Articles,Full Description,Industry Groups,Number of Founders,Founders,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount Currency (in USD),Last Funding Type,Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount Currency (in USD),Last Equity Funding Type,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount Currency (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Events,CB Rank (Organization),BuiltWith - Active Tech Count,G2 Stack - Total Products Active,Country,City,State,isInTop100,minEstimatedRevenueRange,maxEstimatedRevenueRange,minNumberEmployees,maxNumberEmployees,isCompanyTypeForProfit,isCompanyPrivate,hasWebsite,hasTwitter,hasFacebook,hasLinkedIn,hasContactEmail,hasPhoneNumber
27,FLUVIP,https://www.crunchbase.com/organization/fluvip,"Advertising, Apps, Photo Sharing, Social Media Marketing, Video Streaming","Bogotá, Distrito Especial, Colombia",Fluvip is an influencer marketing company in Latin America and the United States.,"16,769",Latin America,Active,10/07/2013,day,7.0,"Fluvip is an influencer marketing company in Latin America and the United States. It offers a technology platform that allows advertisers to identify the right social content influencers for their campaigns based on artificial intelligence systems; and brands to connect with social content influencers in the world through multi-channels, such as Twitter, Instagram, Vine, Facebook, and Blogs.  Fluvip measures the reactions and behaviors of users in social networks to obtain segmentation results and to achieve effective campaigns. Sebastian Jasminoy founded it on July 10, 2013, with its headquarters in Bogotá in Colombia.","Advertising, Apps, Content and Publishing, Media and Entertainment, Sales and Marketing, Software, Video",1.0,Sebastian Jasminoy,5,Early Stage Venture,30/07/2018,4500000,USD,4500000,Series A,4500000.0,USD,4500000.0,Series A,7000000.0,USD,7000000.0,7496821,USD,7496821,"Wayra, TheVentureCity Fund, Cisneros Group, Velum Inverlink",1.0,4.0,0.0,"17,475",26.0,11.0,Colombia,Bogotá,Distrito Especial,0,0.0,1000000.0,101.0,250.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
28,Demetria,https://www.crunchbase.com/organization/demetria,"Artificial Intelligence, Software","Bogotá, Distrito Especial, Colombia",Demetria is an AI-powered taste and quality intelligence SaaS startup for the coffee supply chain.,"16,902",Latin America,Active,01/01/2018,year,2.0,Demetria is an AI-powered taste and quality intelligence SaaS startup for the coffee supply chain.,"Artificial Intelligence, Data and Analytics, Science and Engineering, Software",0.0,,1,Seed,02/03/2021,3000000,USD,3000000,Seed,3000000.0,USD,3000000.0,Seed,3000000.0,USD,3000000.0,3000000,USD,3000000,"Celeritas, Mercantil Colpatria",1.0,2.0,0.0,"17,611",0.0,0.0,Colombia,Bogotá,Distrito Especial,0,0.0,0.0,2000.0,5000.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
29,Lentesplus,https://www.crunchbase.com/organization/lentesplus,"Customer Service, E-Commerce, Eyewear, Health Care, Internet","Bogotá, Distrito Especial, Colombia",Lentesplus.com is the leading online contact lens suscription platform for LATAM,"17,846",Latin America,Active,01/01/2014,year,2.0,"Lentesplus.com brings the Latin American contact lens market online and into the 21st century, offering competitive prices between 20% and 30% below market standards. The company offers clients ease and efficiency, delivering the correct product straight to their homes or offices, in many cases on the same day as the order was placed. With a strong focus on customer service, Lentesplus makes reordering contact lenses as simple as two clicks. Currently have operations in Colombia, Mexico, Chile and Argentina","Commerce and Shopping, Consumer Goods, Health Care, Internet Services, Other, Professional Services",3.0,"Carlos Avendaño, Diego Mariño, Jaime Oriol",4,Late Stage Venture,20/03/2020,5200000,USD,5200000,Series D,5200000.0,USD,5200000.0,Series D,13700000.0,USD,13700000.0,13700000,USD,13700000,"Palm Drive Capital, IGNIA, InQlab, Stella Maris Partners, Inversiones Oranda",2.0,5.0,0.0,"18,586",29.0,24.0,Colombia,Bogotá,Distrito Especial,1,1000000.0,10000000.0,51.0,100.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
30,Mi Aguila,https://www.crunchbase.com/organization/mi-águila,"E-Commerce, Logistics, Software","Bogotá, Distrito Especial, Colombia",Mi Aguila is a technology company focused on empowering traditional businesses in Latin America through logistics and e-commerce software.,"18,626",Latin America,Active,01/01/2015,year,0.0,,"Commerce and Shopping, Software, Transportation",2.0,"Andres Blumer, Bruno Ocampo-Gonzalez",4,Early Stage Venture,01/10/2020,3000000,USD,3000000,Convertible Note,3500000.0,USD,3500000.0,Series A,5950000.0,USD,5950000.0,8950000,USD,8950000,"Angel Ventures, Alpha4 Ventures, K50 Ventures, Charles Meyer",3.0,4.0,1.0,"19,393",33.0,0.0,Colombia,Bogotá,Distrito Especial,1,1000000.0,10000000.0,101.0,250.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
31,Foody,https://www.crunchbase.com/organization/foody-df60,"E-Commerce, Food and Beverage, Mobile Apps","Bogotá, Distrito Especial, Colombia",Foody provides healthy food to the vast majority of Latin Americans with affordable prices,"19,798",Latin America,Active,06/01/2017,day,1.0,Foody provides healthy food to the vast majority of Latin Americans with affordable prices.,"Apps, Commerce and Shopping, Food and Beverage, Mobile, Software",3.0,"Andrés David Galindo, Antonio José Plata Rodelo, Juan Pasquale",5,Seed,01/06/2020,150000,USD,150000,Seed,150000.0,USD,150000.0,Seed,150000.0,USD,150000.0,459229,USD,459229,"Innogen Capital, INVX, José Fernando Velez, Nicolas Fernandez Talice, Rolf Veldman",1.0,8.0,0.0,"20,595",58.0,0.0,Colombia,Bogotá,Distrito Especial,1,0.0,1000000.0,2000.0,5000.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
32,MO Tecnologias,https://www.crunchbase.com/organization/mo-tecnologias-llc,"Artificial Intelligence, Consumer Lending, Credit, Financial Services, FinTech, Information Technology, Micro Lending, Payments","Bogotá, Distrito Especial, Colombia",MO Tecnologias is a Fintech that aims at revolutionizing the credit scoring industry and promoting financial inclusion.,"19,938",Latin America,Active,01/01/2016,year,6.0,"MO Tecnologias is a Fintech who has developed an innovative patent-pending proprietary credit scoring technology and loan management platform which uses AI & machine learning. Without the need to know the identity of the user, MO processes numerous data points and calculates a credit score within seconds, pre-approving the user. The MO loan issuing & management platform can serve and admin credit to persons or small businesses via multiple channels, including Smart Mobile App, Web Portal, POS Terminal, M-Pos, USSD, SMS, Transport Cards, and Pre-Paid & Debit Cards.","Artificial Intelligence, Data and Analytics, Financial Services, Information Technology, Lending and Investments, Payments, Science and Engineering, Software",2.0,"Paolo Fidanza, Veronica Crisafulli",3,Early Stage Venture,12/12/2017,4009897,USD,4009897,Series A,4009897.0,USD,4009897.0,Series A,5495697.0,USD,5495697.0,5495697,USD,5495697,,0.0,0.0,3.0,"20,740",12.0,0.0,Colombia,Bogotá,Distrito Especial,0,1000000.0,10000000.0,101.0,250.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
33,Farmalisto,https://www.crunchbase.com/organization/farmalisto,"E-Commerce, Health Care","Bogotá, Distrito Especial, Colombia",First regional pure player Online Pharmacy and support services to pharmaceutical industry in LATAM operating in Mexico and Colombia,"20,112",Latin America,Active,17/10/2013,day,6.0,"Farmalisto is an online retailer that sells a range of products and services to its clients. The platform’s range of products include haircare, dampeners, solar protection, healing, moisturizing, anti-aging, toothbrushes, toothpastes, mouth rinses, dental silks, dentures, protection, cereals, baby hygiene, baby milks, and diapers. Farmalisto was launched in 2013 by Jose Mora Hernandez, Stefan Krautwald, and Matthias Fehr and is based in Bogota and Mexico City. Websites: https://www.farmalisto.com.mx https://www.farmalisto.com.co","Commerce and Shopping, Health Care",3.0,"Jose Mora Hernandez, Matthias Fehr, Stefan Krautwald",3,Early Stage Venture,23/12/2020,18000000,USD,18000000,Series B,18000000.0,USD,18000000.0,Series B,18000000.0,USD,18000000.0,20500000,USD,20500000,"HBM Healthcare Investments AG, IDB Invest, Morgan Rio Capital Management",0.0,3.0,0.0,"20,917",74.0,15.0,Colombia,Bogotá,Distrito Especial,1,0.0,0.0,51.0,100.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
34,LifeMiles,https://www.crunchbase.com/organization/lifemiles,"Air Transportation, Loyalty Programs, Public Transportation","Bogotá, Distrito Especial, Colombia",LifeMiles is the unified and improved frequent flyer program for Avianca and TACA.,"20,361",Latin America,Active,01/03/2011,day,4.0,"LifeMiles is the leading loyalty program in Latin America, focused on providing benefits beyond airfare: hotels, car rental, financial Institutions, and Shopping with LifeMiles. LifeMiles has more than 5 million frequent flyers, an extensive network of airline allies such as Star Alliance member airlines, AeroMexico, and Iberia. It also has a redemption platform in more than 100,000 Hotels around the World with Hotels Around the World and with accumulation and redemption platforms for rent in cars in more than 120 countries and in more than 8,900 experiences with LifeMiles Rental Cars and LifeMiles Things to Do. LifeMiles is the unified and improved Frequent Flyer Program of Avianca and Aerogal. Earn LifeMiles with our air partners, cobranded credit cards, LifeMiles e-Store and by transferring your points from other programs. Enjoy your LifeMiles in air tickets, travel benefits, online stores, or even donate them for a good cause.","Sales and Marketing, Transportation",0.0,,1,Private Equity,13/07/2015,343700000,USD,343700000,Private Equity,343700000.0,USD,343700000.0,Private Equity,343700000.0,USD,343700000.0,343700000,USD,343700000,Advent International,1.0,1.0,0.0,"21,173",46.0,26.0,Colombia,Bogotá,Distrito Especial,0,1000000.0,10000000.0,101.0,250.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
35,Mercadoni,https://www.crunchbase.com/organization/mercadoni,"Delivery, E-Commerce, Grocery, Internet, Software","Bogotá, Distrito Especial, Colombia",Mercadoni operates an online shopping platform that allows customers to purchase from stores and supermarkets from their homes.,"20,510",Latin America,Active,01/10/2015,month,6.0,"Mercadoni operates an online shopping platform that allows customers to purchase from stores and supermarkets from their homes. It sells groceries, alcoholic beverages, and more.  Antonio Nunes, Pedro Freire, Margarita Freitas, Francesco Lanzi and Nicolas Fernández Talice founded Mercadoni in 2015. It has its headquarters in Bogota in Colombia.","Administrative Services, Commerce and Shopping, Food and Beverage, Internet Services, Software",6.0,"Alvaro Burgos, Antonio Nunes, Francesco Lanzi, Margarida Freitas, Nicolas Fernandez Talice, Pedro Freire",3,Early Stage Venture,05/01/2018,9000000,USD,9000000,Series A,9000000.0,USD,9000000.0,Series A,17200000.0,USD,17200000.0,17200000,USD,17200000,"Movile, Axon Partners Group, Grupo Pegasus",2.0,3.0,0.0,"21,330",4.0,0.0,Colombia,Bogotá,Distrito Especial,0,1000000.0,10000000.0,101.0,250.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
36,Minka,https://www.crunchbase.com/organization/minka-2,"Blockchain, Financial Services, FinTech, Venture Capital","Bogotá, Distrito Especial, Colombia",Minka is a financial services cloud that enables fintechs to build solutions in days instead of years.,"20,530",Latin America,Active,01/01/2015,year,4.0,Minka is a fintech company builder for Latin America. Apart from the seed funding Minka provides a full banking as a service platform that manages:  - digital identity  - digital banking channels  - blockchain based transactional core  Minka builds projects that make life easier for those who have it hard -  the underbanked and SMB in Latin America.,"Financial Services, Lending and Investments, Other",1.0,Domagoj Rozic,5,Seed,14/05/2020,3000000,USD,3000000,Seed,3000000.0,USD,3000000.0,Seed,3500000.0,USD,3500000.0,3500000,USD,3500000,"Collaborative Fund, FinTech Collective, Colle Capital Partners, Kai Schmitz",1.0,4.0,2.0,"21,352",31.0,7.0,Colombia,Bogotá,Distrito Especial,1,0.0,1000000.0,2000.0,5000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
37,Domicilios.com,https://www.crunchbase.com/organization/clickdelivery,"E-Commerce, Food Delivery, Hospitality, Restaurants","Bogotá, Distrito Especial, Colombia",Domicilios.com is an online food ordering service that enables its users to order and get food delivered from a range of local restaurants.,"21,389",Latin America,Active,01/01/2009,year,16.0,Domicilios.com is an online food ordering service that enables its users to order and get food delivered from a range of local restaurants.,"Commerce and Shopping, Food and Beverage, Transportation, Travel and Tourism",3.0,"Jose Guillermo Calderon, Miguel Mc Allister, Pablo Gonzalez",4,M&A,01/01/2016,40000000,USD,40000000,Series C,40000000.0,USD,40000000.0,Series C,47700000.0,USD,47700000.0,47700000,USD,47700000,"Delivery Hero, Axon Partners Group",2.0,2.0,0.0,"22,250",9.0,9.0,Colombia,Bogotá,Distrito Especial,0,0.0,0.0,251.0,500.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
38,Picap,https://www.crunchbase.com/organization/picap,"Apps, Ride Sharing, Transportation","Bogotá, Distrito Especial, Colombia",Picap is a Colombian ride-hailing service provider that helps people to request a ride-sharing service through their mobile phone.,"22,456",Latin America,Active,01/05/2018,day,3.0,"Picap is a Colombian ride-hailing service provider that connects people who require a means of transportation and people with motorcycles or cars who want to share their vehicle and earn additional income in the process. Founded in 2016, Picap operates in 13 cities including Bogotá, Medellín, Bucaramanga, Neiva, Villavicencio, Cartagena, Popayán, and Ibagué.","Apps, Software, Transportation",2.0,"Daniel Rodriguez Mendez, Hector Neira Duque",1,Seed,23/03/2019,2500000,USD,2500000,Seed,2500000.0,USD,2500000.0,Seed,2500000.0,USD,2500000.0,2500000,USD,2500000,"Venture University, Signia Venture Partners, VU Venture Partners, Unpopular Ventures, Andrea Dusi",0.0,6.0,0.0,"23,357",28.0,0.0,Colombia,Bogotá,Distrito Especial,0,10000000.0,50000000.0,101.0,250.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
39,Simetrik,https://www.crunchbase.com/organization/simetrik,"Financial Services, FinTech, Software","Bogotá, Distrito Especial, Colombia",Simetrik is a fintech startup delivering finance automation tools for excel based teams across the world,"23,000",Latin America,Active,01/01/2017,year,1.0,,"Financial Services, Software",2.0,"Alejandro Casas Caro, Santiago Gomez Gonzalez",2,,04/11/2019,300000,USD,300000,Venture - Series Unknown,300000.0,USD,300000.0,Venture - Series Unknown,2200000.0,USD,2200000.0,2200000,USD,2200000,"Y Combinator, Global Founders Capital, Monashees, Alpha4 Ventures, Mercado Libre Fund",1.0,6.0,0.0,"23,919",38.0,0.0,Colombia,Bogotá,Distrito Especial,1,1000000.0,10000000.0,51.0,100.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
